trading_symbol,sector,industry,market_cap
VIDHIING,Chemicals,Chemicals & Petrochemicals,1842.0
FCL,Chemicals,Chemicals & Petrochemicals,2946.0
FINEORG,Chemicals,Chemicals & Petrochemicals,13733.0
YASHO,Chemicals,Chemicals & Petrochemicals,2104.0
DMCC,Chemicals,Chemicals & Petrochemicals,705.0
DEEPAKNTR,Chemicals,Chemicals & Petrochemicals,23721.0
ATUL,Chemicals,Chemicals & Petrochemicals,17475.0
DYNPRO,Chemicals,Chemicals & Petrochemicals,342.0
IVP,Chemicals,Chemicals & Petrochemicals,177.0
EXCELINDUS,Chemicals,Chemicals & Petrochemicals,1253.0
ISHANCH,Chemicals,Chemicals & Petrochemicals,150.0
DIAMINESQ,Chemicals,Chemicals & Petrochemicals,280.0
CHEMBONDCH,Chemicals,Chemicals & Petrochemicals,395.0
TATVA,Chemicals,Chemicals & Petrochemicals,3477.0
ROSSARI,Chemicals,Chemicals & Petrochemicals,3492.0
VINATIORGA,Chemicals,Chemicals & Petrochemicals,17244.0
ACI,Chemicals,Chemicals & Petrochemicals,7799.0
FOSECOIND,Chemicals,Chemicals & Petrochemicals,3481.0
OAL,Chemicals,Chemicals & Petrochemicals,1144.0
JUBLINGREA,Chemicals,Chemicals & Petrochemicals,10844.0
BEPL,Chemicals,Chemicals & Petrochemicals,2378.0
JAYAGROGN,Chemicals,Chemicals & Petrochemicals,671.0
JUBLCPL,Chemicals,Chemicals & Petrochemicals,3729.0
AARTIIND,Chemicals,Chemicals & Petrochemicals,14205.0
PRIVISCL,Chemicals,Chemicals & Petrochemicals,12641.0
LXCHEM,Chemicals,Chemicals & Petrochemicals,5196.0
NAVINFLUOR,Chemicals,Chemicals & Petrochemicals,30764.0
ALKYLAMINE,Chemicals,Chemicals & Petrochemicals,9048.0
CHEMCON,Chemicals,Chemicals & Petrochemicals,885.0
HPAL,Chemicals,Chemicals & Petrochemicals,440.0
CHEMBOND,Chemicals,Chemicals & Petrochemicals,228.0
ANURAS,Chemicals,Chemicals & Petrochemicals,12135.0
INDOAMIN,Chemicals,Chemicals & Petrochemicals,960.0
NEOGEN,Chemicals,Chemicals & Petrochemicals,3207.0
VIKASECO,Chemicals,Chemicals & Petrochemicals,318.0
VALIANTORG,Chemicals,Chemicals & Petrochemicals,804.0
HINDCON,Chemicals,Chemicals & Petrochemicals,158.0
PLASTIBLEN,Chemicals,Chemicals & Petrochemicals,445.0
NOCIL,Chemicals,Chemicals & Petrochemicals,2933.0
FAIRCHEMOR,Chemicals,Chemicals & Petrochemicals,825.0
CAMLINFINE,Chemicals,Chemicals & Petrochemicals,3158.0
AARTISURF,Chemicals,Chemicals & Petrochemicals,388.0
FLUOROCHEM,Chemicals,Chemicals & Petrochemicals,39088.0
VISHNU,Chemicals,Chemicals & Petrochemicals,3332.0
PIDILITIND,Chemicals,Chemicals & Petrochemicals,148271.0
EPIGRAL,Chemicals,Chemicals & Petrochemicals,6486.0
KRONOX,Chemicals,Chemicals & Petrochemicals,551.0
ALKALI,Chemicals,Chemicals & Petrochemicals,87.0
BALAMINES,Chemicals,Chemicals & Petrochemicals,3988.0
SRF,Chemicals,Chemicals & Petrochemicals,84185.0
CLEAN,Chemicals,Chemicals & Petrochemicals,9755.0
STYRENIX,Chemicals,Chemicals & Petrochemicals,3986.0
PLATIND,Chemicals,Chemicals & Petrochemicals,1428.0
GALAXYSURF,Chemicals,Chemicals & Petrochemicals,7618.0
SHK,Chemicals,Chemicals & Petrochemicals,2339.0
BASF,Chemicals,Chemicals & Petrochemicals,18959.0
SANGINITA,Chemicals,Chemicals & Petrochemicals,28.0
ARVEE,Chemicals,Chemicals & Petrochemicals,178.0
GEMAROMA,Chemicals,Chemicals & Petrochemicals,982.0
DDEVPLSTIK,Chemicals,Chemicals & Petrochemicals,2789.0
VINYLINDIA,Chemicals,Chemicals & Petrochemicals,493.0
SRD,Chemicals,Chemicals & Petrochemicals,455.0
UNIENTER,Chemicals,Chemicals & Petrochemicals,1071.0
ARIES,Chemicals,Fertilizers & Agrochemicals,491.0
BOHRAIND,Chemicals,Fertilizers & Agrochemicals,41.0
FACT,Chemicals,Fertilizers & Agrochemicals,59214.0
AGROPHOS,Chemicals,Fertilizers & Agrochemicals,88.0
NOVAAGRI,Chemicals,Fertilizers & Agrochemicals,422.0
SPIC,Chemicals,Fertilizers & Agrochemicals,1825.0
RAMAPHO,Chemicals,Fertilizers & Agrochemicals,679.0
NAGAFERT,Chemicals,Fertilizers & Agrochemicals,295.0
KRISHANA,Chemicals,Fertilizers & Agrochemicals,3202.0
COROMANDEL,Chemicals,Fertilizers & Agrochemicals,65033.0
PARADEEP,Chemicals,Fertilizers & Agrochemicals,13241.0
ZUARI,Chemicals,Fertilizers & Agrochemicals,1220.0
NFL,Chemicals,Fertilizers & Agrochemicals,4526.0
MBAPL,Chemicals,Fertilizers & Agrochemicals,3578.0
CHAMBLFERT,Chemicals,Fertilizers & Agrochemicals,18562.0
MADRASFERT,Chemicals,Fertilizers & Agrochemicals,1314.0
GSFC,Chemicals,Fertilizers & Agrochemicals,7650.0
RCF,Chemicals,Fertilizers & Agrochemicals,8279.0
KHAICHEM,Chemicals,Fertilizers & Agrochemicals,925.0
ADVANCE,Chemicals,Fertilizers & Agrochemicals,920.0
ASTEC,Chemicals,Fertilizers & Agrochemicals,1422.0
BAYERCROP,Chemicals,Fertilizers & Agrochemicals,22548.0
NACLIND,Chemicals,Fertilizers & Agrochemicals,3706.0
SIKKO,Chemicals,Fertilizers & Agrochemicals,236.0
INSECTICID,Chemicals,Fertilizers & Agrochemicals,1943.0
MOL,Chemicals,Fertilizers & Agrochemicals,1831.0
IGCL,Chemicals,Fertilizers & Agrochemicals,630.0
PUNJABCHEM,Chemicals,Fertilizers & Agrochemicals,1568.0
UPL,Chemicals,Fertilizers & Agrochemicals,63653.0
PIIND,Chemicals,Fertilizers & Agrochemicals,53960.0
IPL,Chemicals,Fertilizers & Agrochemicals,2092.0
BHARATRAS,Chemicals,Fertilizers & Agrochemicals,4182.0
RALLIS,Chemicals,Fertilizers & Agrochemicals,4869.0
SUMICHEM,Chemicals,Fertilizers & Agrochemicals,23165.0
BHAGCHEM,Chemicals,Fertilizers & Agrochemicals,3216.0
HERANBA,Chemicals,Fertilizers & Agrochemicals,1101.0
SHARDACROP,Chemicals,Fertilizers & Agrochemicals,6967.0
DHANUKA,Chemicals,Fertilizers & Agrochemicals,5738.0
SHIVALIK,Chemicals,Fertilizers & Agrochemicals,679.0
BESTAGRO,Chemicals,Fertilizers & Agrochemicals,714.0
DHARMAJ,Chemicals,Fertilizers & Agrochemicals,816.0
SRM,Construction,Construction,1445.0
POWERMECH,Construction,Construction,7645.0
NBCC,Construction,Construction,30572.0
ENGINERSIN,Construction,Construction,11108.0
NIRAJ,Construction,Construction,200.0
GKENERGY,Construction,Construction,4016.0
ISGEC,Construction,Construction,6538.0
KPIL,Construction,Construction,21671.0
SPMLINFRA,Construction,Construction,1531.0
MOLDTECH,Construction,Construction,520.0
GARUDA,Construction,Construction,2132.0
HGINFRA,Construction,Construction,5871.0
UNIVASTU,Construction,Construction,248.0
SADBHIN,Construction,Construction,132.0
RVNL,Construction,Construction,66596.0
PSPPROJECT,Construction,Construction,3985.0
IRCON,Construction,Construction,15387.0
VIKRAN,Construction,Construction,2801.0
RITES,Construction,Construction,11854.0
GLOBECIVIL,Construction,Construction,399.0
SIMPLEXINF,Construction,Construction,2278.0
GPTINFRA,Construction,Construction,1349.0
IRB,Construction,Construction,25859.0
GVKPIL,Construction,Construction,504.0
PATELENG,Construction,Construction,3033.0
KEC,Construction,Construction,21078.0
WELENT,Construction,Construction,7713.0
BRNL,Construction,Construction,212.0
SADBHAV,Construction,Construction,196.0
SEPC,Construction,Construction,2188.0
RKEC,Construction,Construction,164.0
CEMPRO,Construction,Construction,14178.0
MANINFRA,Construction,Construction,5371.0
AKASH,Construction,Construction,47.0
HCC,Construction,Construction,4654.0
CEIGALL,Construction,Construction,4301.0
AHLUCONT,Construction,Construction,5913.0
DBEIL,Construction,Construction,638.0
TPHQ,Construction,Construction,64.0
CAPACITE,Construction,Construction,2464.0
ZODIAC,Construction,Construction,566.0
JKIL,Construction,Construction,4644.0
ABINFRA,Construction,Construction,1285.0
ASHOKA,Construction,Construction,5596.0
TECHNOE,Construction,Construction,14346.0
TARMAT,Construction,Construction,127.0
LT,Construction,Construction,547688.0
OMINFRAL,Construction,Construction,1071.0
MBEL,Construction,Construction,2499.0
WSI,Construction,Construction,545.0
NCC,Construction,Construction,11474.0
MBLINFRA,Construction,Construction,601.0
VPRPL,Construction,Construction,1122.0
INTERARCH,Construction,Construction,4356.0
GRINFRA,Construction,Construction,10643.0
BANKA,Construction,Construction,95.0
KNRCON,Construction,Construction,4740.0
SWSOLAR,Construction,Construction,5351.0
SOLARWORLD,Construction,Construction,2540.0
PNCINFRA,Construction,Construction,7048.0
LIKHITHA,Construction,Construction,850.0
SEMAC,Construction,Construction,106.0
DBL,Construction,Construction,7581.0
AFCONS,Construction,Construction,14971.0
HECPROJECT,Construction,Construction,152.0
MADHUCON,Construction,Construction,52.0
BGRENERGY,Construction,Construction,2959.0
RAMKY,Construction,Construction,4359.0
KRIDHANINF,Construction,Construction,33.0
USK,Construction,Construction,133.0
MARKOLINES,Construction,Construction,354.0
TICL,Construction,Construction,490.0
NAVKARURB,Construction,Construction,211.0
RPPINFRA,Construction,Construction,556.0
BLKASHYAP,Construction,Construction,1173.0
NCLIND,Construction Materials,Cement & Cement Products,933.0
PRSMJOHNSN,Construction Materials,Cement & Cement Products,7288.0
VISAKAIND,Construction Materials,Cement & Cement Products,658.0
AMBUJACEM,Construction Materials,Cement & Cement Products,139238.0
KAKATCEM,Construction Materials,Cement & Cement Products,108.0
SANGHIIND,Construction Materials,Cement & Cement Products,1670.0
SAGCEM,Construction Materials,Cement & Cement Products,2890.0
MANGLMCEM,Construction Materials,Cement & Cement Products,2062.0
ACL,Construction Materials,Cement & Cement Products,713.0
GRASIM,Construction Materials,Cement & Cement Products,189314.0
SHREDIGCEM,Construction Materials,Cement & Cement Products,1333.0
ACC,Construction Materials,Cement & Cement Products,34557.0
HEIDELBERG,Construction Materials,Cement & Cement Products,4232.0
SAURASHCEM,Construction Materials,Cement & Cement Products,1086.0
STARCEMENT,Construction Materials,Cement & Cement Products,9653.0
JKLAKSHMI,Construction Materials,Cement & Cement Products,10184.0
APCL,Construction Materials,Cement & Cement Products,364.0
RAMCOCEM,Construction Materials,Cement & Cement Products,23157.0
NUVOCO,Construction Materials,Cement & Cement Products,13140.0
INDIACEM,Construction Materials,Cement & Cement Products,12123.0
ULTRACEMCO,Construction Materials,Cement & Cement Products,348694.0
DALBHARAT,Construction Materials,Cement & Cement Products,38081.0
BIRLACORPN,Construction Materials,Cement & Cement Products,9060.0
DECCANCE,Construction Materials,Cement & Cement Products,1400.0
BVCL,Construction Materials,Cement & Cement Products,100.0
SHREECEM,Construction Materials,Cement & Cement Products,96227.0
BIGBLOC,Construction Materials,Cement & Cement Products,707.0
JKCEMENT,Construction Materials,Cement & Cement Products,42911.0
ORIENTCEM,Construction Materials,Cement & Cement Products,3821.0
JSWCEMENT,Construction Materials,Cement & Cement Products,17203.0
KCP,Construction Materials,Cement & Cement Products,2366.0
ARISINFRA,Construction Materials,Other Construction Materials,1264.0
SAHYADRI,Construction Materials,Other Construction Materials,282.0
EVERESTIND,Construction Materials,Other Construction Materials,909.0
RAMCOIND,Construction Materials,Other Construction Materials,2711.0
LEXUS,Consumer Durables,Consumer Durables,59.0
EXXARO,Consumer Durables,Consumer Durables,400.0
MURUDCERA,Consumer Durables,Consumer Durables,244.0
ASIANTILES,Consumer Durables,Consumer Durables,1556.0
REGENCERAM,Consumer Durables,Consumer Durables,125.0
NITCO,Consumer Durables,Consumer Durables,2112.0
KAJARIACER,Consumer Durables,Consumer Durables,17883.0
SOMANYCERA,Consumer Durables,Consumer Durables,1814.0
ORIENTBELL,Consumer Durables,Consumer Durables,408.0
PGEL,Consumer Durables,Consumer Durables,16302.0
UNIVPHOTO,Consumer Durables,Consumer Durables,266.0
BPL,Consumer Durables,Consumer Durables,334.0
SONAMLTD,Consumer Durables,Consumer Durables,162.0
DIXON,Consumer Durables,Consumer Durables,93064.0
HAVELLS,Consumer Durables,Consumer Durables,92181.0
VETO,Consumer Durables,Consumer Durables,220.0
IKIO,Consumer Durables,Consumer Durables,1532.0
FOCUS,Consumer Durables,Consumer Durables,532.0
KHAITANLTD,Consumer Durables,Consumer Durables,51.0
ATLASCYCLE,Consumer Durables,Consumer Durables,68.0
REDTAPE,Consumer Durables,Consumer Durables,7562.0
SREEL,Consumer Durables,Consumer Durables,519.0
CAMPUS,Consumer Durables,Consumer Durables,8197.0
METROBRAND,Consumer Durables,Consumer Durables,29849.0
LIBERTSHOE,Consumer Durables,Consumer Durables,524.0
KHADIM,Consumer Durables,Consumer Durables,410.0
RELAXO,Consumer Durables,Consumer Durables,10530.0
BATAINDIA,Consumer Durables,Consumer Durables,13213.0
EUROPRATIK,Consumer Durables,Consumer Durables,3603.0
HARDWYN,Consumer Durables,Consumer Durables,798.0
PRITI,Consumer Durables,Consumer Durables,91.0
BIRLANU,Consumer Durables,Consumer Durables,1331.0
STANLEY,Consumer Durables,Consumer Durables,1374.0
RESPONIND,Consumer Durables,Consumer Durables,5476.0
SFL,Consumer Durables,Consumer Durables,7122.0
AHLADA,Consumer Durables,Consumer Durables,72.0
DPABHUSHAN,Consumer Durables,Consumer Durables,3394.0
MOTISONS,Consumer Durables,Consumer Durables,1657.0
SHRINGARMS,Consumer Durables,Consumer Durables,2081.0
SENCO,Consumer Durables,Consumer Durables,5485.0
RBZJEWEL,Consumer Durables,Consumer Durables,624.0
MOKSH,Consumer Durables,Consumer Durables,132.0
SKYGOLD,Consumer Durables,Consumer Durables,5396.0
LYPSAGEMS,Consumer Durables,Consumer Durables,16.0
RAJESHEXPO,Consumer Durables,Consumer Durables,5501.0
BLUESTONE,Consumer Durables,Consumer Durables,8705.0
SHANTIGOLD,Consumer Durables,Consumer Durables,1646.0
VAIBHAVGBL,Consumer Durables,Consumer Durables,4421.0
THANGAMAYL,Consumer Durables,Consumer Durables,10245.0
AUSOMENT,Consumer Durables,Consumer Durables,135.0
MVGJL,Consumer Durables,Consumer Durables,964.0
TITAN,Consumer Durables,Consumer Durables,338353.0
GOLDIAM,Consumer Durables,Consumer Durables,4365.0
KALYANKJIL,Consumer Durables,Consumer Durables,50941.0
KDDL,Consumer Durables,Consumer Durables,2990.0
SILGO,Consumer Durables,Consumer Durables,161.0
TBZ,Consumer Durables,Consumer Durables,1258.0
ETHOSLTD,Consumer Durables,Consumer Durables,7629.0
BANARBEADS,Consumer Durables,Consumer Durables,89.0
RADHIKAJWE,Consumer Durables,Consumer Durables,995.0
PCJEWELLER,Consumer Durables,Consumer Durables,7641.0
RGL,Consumer Durables,Consumer Durables,1470.0
LGHL,Consumer Durables,Consumer Durables,1374.0
KANANIIND,Consumer Durables,Consumer Durables,36.0
PNGJL,Consumer Durables,Consumer Durables,8726.0
LAOPALA,Consumer Durables,Consumer Durables,2494.0
MIDWESTLTD,Consumer Durables,Consumer Durables,4269.0
GSLSU,Consumer Durables,Consumer Durables,564.0
AROGRANITE,Consumer Durables,Consumer Durables,52.0
ORIENTALTL,Consumer Durables,Consumer Durables,71.0
MADHAV,Consumer Durables,Consumer Durables,37.0
POKARNA,Consumer Durables,Consumer Durables,2783.0
WEL,Consumer Durables,Consumer Durables,2165.0
AMBER,Consumer Durables,Consumer Durables,25847.0
ELIN,Consumer Durables,Consumer Durables,962.0
EUREKAFORB,Consumer Durables,Consumer Durables,11357.0
WHIRLPOOL,Consumer Durables,Consumer Durables,15796.0
VOLTAS,Consumer Durables,Consumer Durables,44835.0
IFBIND,Consumer Durables,Consumer Durables,7115.0
BAJAJELEC,Consumer Durables,Consumer Durables,5840.0
TTKPRESTIG,Consumer Durables,Consumer Durables,9073.0
STOVEKRAFT,Consumer Durables,Consumer Durables,2127.0
SYMPHONY,Consumer Durables,Consumer Durables,6112.0
JCHAC,Consumer Durables,Consumer Durables,4766.0
CARYSIL,Consumer Durables,Consumer Durables,2938.0
BUTTERFLY,Consumer Durables,Consumer Durables,1284.0
BLUESTARCO,Consumer Durables,Consumer Durables,36435.0
CROMPTON,Consumer Durables,Consumer Durables,17733.0
EPACK,Consumer Durables,Consumer Durables,2682.0
VGUARD,Consumer Durables,Consumer Durables,15268.0
ORIENTELEC,Consumer Durables,Consumer Durables,4476.0
LGEINDIA,Consumer Durables,Consumer Durables,109662.0
ALLTIME,Consumer Durables,Consumer Durables,1910.0
CELLO,Consumer Durables,Consumer Durables,13806.0
BOROLTD,Consumer Durables,Consumer Durables,4014.0
MIRZAINT,Consumer Durables,Consumer Durables,545.0
MAYURUNIQ,Consumer Durables,Consumer Durables,2335.0
AKI,Consumer Durables,Consumer Durables,82.0
SUPERHOUSE,Consumer Durables,Consumer Durables,174.0
BIL,Consumer Durables,Consumer Durables,1133.0
ZENITHEXPO,Consumer Durables,Consumer Durables,122.0
ARCHIES,Consumer Durables,Consumer Durables,67.0
SIRCA,Consumer Durables,Consumer Durables,2856.0
ASIANPAINT,Consumer Durables,Consumer Durables,278455.0
INDIGOPNTS,Consumer Durables,Consumer Durables,6194.0
AKZOINDIA,Consumer Durables,Consumer Durables,15279.0
BERGEPAINT,Consumer Durables,Consumer Durables,67272.0
SHALPAINTS,Consumer Durables,Consumer Durables,611.0
KANSAINER,Consumer Durables,Consumer Durables,20022.0
KAMOPAINTS,Consumer Durables,Consumer Durables,245.0
NIRAJISPAT,Consumer Durables,Consumer Durables,13.0
PILITA,Consumer Durables,Consumer Durables,279.0
VIPIND,Consumer Durables,Consumer Durables,5654.0
AVROIND,Consumer Durables,Consumer Durables,166.0
TOKYOPLAST,Consumer Durables,Consumer Durables,116.0
NILKAMAL,Consumer Durables,Consumer Durables,2223.0
SAFARI,Consumer Durables,Consumer Durables,10952.0
PEARLPOLY,Consumer Durables,Consumer Durables,44.0
WIPL,Consumer Durables,Consumer Durables,136.0
ADL,Consumer Durables,Consumer Durables,46.0
AIROLAM,Consumer Durables,Consumer Durables,160.0
GREENPANEL,Consumer Durables,Consumer Durables,3320.0
ARCHIDPLY,Consumer Durables,Consumer Durables,192.0
GREENLAM,Consumer Durables,Consumer Durables,6758.0
STYLAMIND,Consumer Durables,Consumer Durables,3218.0
GREENPLY,Consumer Durables,Consumer Durables,3714.0
CENTURYPLY,Consumer Durables,Consumer Durables,17396.0
RUSHIL,Consumer Durables,Consumer Durables,713.0
HINDWAREAP,Consumer Durables,Consumer Durables,3000.0
CERA,Consumer Durables,Consumer Durables,7242.0
DELTACORP,Consumer Services,Leisure Services,1920.0
WONDERLA,Consumer Services,Leisure Services,3323.0
IMAGICAA,Consumer Services,Leisure Services,2910.0
LEMONTREE,Consumer Services,Leisure Services,12488.0
TAJGVK,Consumer Services,Leisure Services,2572.0
BLUECOAST,Consumer Services,Leisure Services,84.0
ASIANHOTNR,Consumer Services,Leisure Services,623.0
ROHLTD,Consumer Services,Leisure Services,1169.0
JUNIPER,Consumer Services,Leisure Services,5451.0
ITDC,Consumer Services,Leisure Services,5099.0
MHRIL,Consumer Services,Leisure Services,6347.0
INDHOTEL,Consumer Services,Leisure Services,102487.0
SINCLAIR,Consumer Services,Leisure Services,462.0
EIHOTEL,Consumer Services,Leisure Services,23592.0
KAUSHALYA,Consumer Services,Leisure Services,34.0
AHLEAST,Consumer Services,Leisure Services,243.0
TGBHOTELS,Consumer Services,Leisure Services,33.0
KAMATHOTEL,Consumer Services,Leisure Services,700.0
HLVLTD,Consumer Services,Leisure Services,718.0
ITCHOTELS,Consumer Services,Leisure Services,43454.0
SAMHI,Consumer Services,Leisure Services,4015.0
HAVISHA,Consumer Services,Leisure Services,31.0
EIHAHOTELS,Consumer Services,Leisure Services,2252.0
ADVANIHOTR,Consumer Services,Leisure Services,520.0
CHALET,Consumer Services,Leisure Services,19321.0
RHL,Consumer Services,Leisure Services,384.0
PARKHOTELS,Consumer Services,Leisure Services,3026.0
BRIGHOTEL,Consumer Services,Leisure Services,3009.0
ORIENTHOT,Consumer Services,Leisure Services,2179.0
CCHHL,Consumer Services,Leisure Services,268.0
VENTIVE,Consumer Services,Leisure Services,17294.0
VHLTD,Consumer Services,Leisure Services,834.0
THELEELA,Consumer Services,Leisure Services,14270.0
APOLSINHOT,Consumer Services,Leisure Services,344.0
BYKE,Consumer Services,Leisure Services,312.0
DBREALTY,Consumer Services,Leisure Services,7932.0
JUBLFOOD,Consumer Services,Leisure Services,40435.0
SPECIALITY,Consumer Services,Leisure Services,607.0
TRAVELFOOD,Consumer Services,Leisure Services,16855.0
RBA,Consumer Services,Leisure Services,3682.0
DEVYANI,Consumer Services,Leisure Services,16910.0
UFBL,Consumer Services,Leisure Services,745.0
SAPPHIRE,Consumer Services,Leisure Services,7843.0
WESTLIFE,Consumer Services,Leisure Services,8539.0
COFFEEDAY,Consumer Services,Leisure Services,811.0
THOMASCOOK,Consumer Services,Leisure Services,7216.0
BLS,Consumer Services,Leisure Services,13493.0
TBOTEK,Consumer Services,Leisure Services,17078.0
EASEMYTRIP,Consumer Services,Leisure Services,2891.0
IXIGO,Consumer Services,Leisure Services,10775.0
IRCTC,Consumer Services,Leisure Services,56320.0
YATRA,Consumer Services,Leisure Services,2934.0
KAYA,Consumer Services,Leisure Services,638.0
GTECJAINX,Consumer Services,Other Consumer Services,24.0
VERANDA,Consumer Services,Other Consumer Services,2125.0
JARO,Consumer Services,Other Consumer Services,1363.0
UMESLTD,Consumer Services,Other Consumer Services,13.0
MPSLTD,Consumer Services,Other Consumer Services,3840.0
LCCINFOTEC,Consumer Services,Other Consumer Services,54.0
CPCAP,Consumer Services,Other Consumer Services,216.0
TREEHOUSE,Consumer Services,Other Consumer Services,31.0
APTECHT,Consumer Services,Other Consumer Services,609.0
NIITLTD,Consumer Services,Other Consumer Services,1379.0
COMPUSOFT,Consumer Services,Other Consumer Services,142.0
GLOBAL,Consumer Services,Other Consumer Services,385.0
CPEDU,Consumer Services,Other Consumer Services,529.0
NIITMTS,Consumer Services,Other Consumer Services,4683.0
CLEDUCATE,Consumer Services,Other Consumer Services,483.0
ZEELEARN,Consumer Services,Other Consumer Services,256.0
KEEPLEARN,Consumer Services,Other Consumer Services,42.0
MTEDUCARE,Consumer Services,Other Consumer Services,13.0
TOUCHWOOD,Consumer Services,Other Consumer Services,114.0
SIS,Consumer Services,Other Consumer Services,4729.0
PATELRMART,Consumer Services,Retailing,755.0
SHOPERSTOP,Consumer Services,Retailing,5070.0
DMART,Consumer Services,Retailing,263293.0
EMIL,Consumer Services,Retailing,5121.0
SPENCERS,Consumer Services,Retailing,418.0
VMM,Consumer Services,Retailing,63980.0
VMART,Consumer Services,Retailing,6616.0
RETAIL,Consumer Services,Retailing,22.0
OSIAHYPER,Consumer Services,Retailing,335.0
SWIGGY,Consumer Services,Retailing,96753.0
NYKAA,Consumer Services,Retailing,74213.0
ETERNAL,Consumer Services,Retailing,289607.0
URBANCO,Consumer Services,Retailing,20435.0
DIGIDRIVE,Consumer Services,Retailing,110.0
ISFT,Consumer Services,Retailing,153.0
RTNINDIA,Consumer Services,Retailing,6483.0
CARTRADE,Consumer Services,Retailing,14773.0
FIRSTCRY,Consumer Services,Retailing,17329.0
MATRIMONY,Consumer Services,Retailing,1082.0
CRIZAC,Consumer Services,Retailing,5129.0
INDIAMART,Consumer Services,Retailing,14708.0
JUSTDIAL,Consumer Services,Retailing,6254.0
NAUKRI,Consumer Services,Retailing,85520.0
MEDPLUS,Consumer Services,Retailing,9305.0
ENTERO,Consumer Services,Retailing,4869.0
V2RETAIL,Consumer Services,Retailing,8687.0
TRENT,Consumer Services,Retailing,155270.0
MUFTI,Consumer Services,Retailing,672.0
ARVINDFASN,Consumer Services,Retailing,6708.0
ABLBL,Consumer Services,Retailing,16425.0
MANYAVAR,Consumer Services,Retailing,15210.0
STYLEBAAZA,Consumer Services,Retailing,2300.0
PRAXIS,Consumer Services,Retailing,207.0
AVL,Consumer Services,Retailing,6846.0
SHANKARA,Consumer Services,Retailing,321.0
ABFRL,Consumer Services,Retailing,9569.0
GOCOLORS,Consumer Services,Retailing,2923.0
BCONCEPTS,Consumer Services,Retailing,421.0
KALAMANDIR,Consumer Services,Retailing,2589.0
MAHESHWARI,Diversified,Diversified,165.0
DVL,Diversified,Diversified,1083.0
TTKHLTCARE,Diversified,Diversified,1611.0
DCMSHRIRAM,Diversified,Diversified,19274.0
GODREJIND,Diversified,Diversified,35799.0
BALMLAWRIE,Diversified,Diversified,3285.0
3MINDIA,Diversified,Diversified,40549.0
SHANTI,Fast Moving Consumer Goods,Agricultural Food & other Products,11.0
MARICO,Fast Moving Consumer Goods,Agricultural Food & other Products,95405.0
MKPL,Fast Moving Consumer Goods,Agricultural Food & other Products,251.0
AWL,Fast Moving Consumer Goods,Agricultural Food & other Products,35364.0
SUNDROP,Fast Moving Consumer Goods,Agricultural Food & other Products,2866.0
PATANJALI,Fast Moving Consumer Goods,Agricultural Food & other Products,63866.0
ROML,Fast Moving Consumer Goods,Agricultural Food & other Products,76.0
GOKUL,Fast Moving Consumer Goods,Agricultural Food & other Products,395.0
GOKULAGRO,Fast Moving Consumer Goods,Agricultural Food & other Products,5803.0
KRITINUT,Fast Moving Consumer Goods,Agricultural Food & other Products,440.0
NKIND,Fast Moving Consumer Goods,Agricultural Food & other Products,40.0
KRBL,Fast Moving Consumer Goods,Agricultural Food & other Products,9728.0
GRMOVER,Fast Moving Consumer Goods,Agricultural Food & other Products,2909.0
SANSTAR,Fast Moving Consumer Goods,Agricultural Food & other Products,1677.0
AVTNPL,Fast Moving Consumer Goods,Agricultural Food & other Products,1089.0
NATHBIOGEN,Fast Moving Consumer Goods,Agricultural Food & other Products,318.0
LTFOODS,Fast Moving Consumer Goods,Agricultural Food & other Products,14322.0
KSCL,Fast Moving Consumer Goods,Agricultural Food & other Products,5471.0
REGAAL,Fast Moving Consumer Goods,Agricultural Food & other Products,930.0
AGRITECH,Fast Moving Consumer Goods,Agricultural Food & other Products,76.0
DIL,Fast Moving Consumer Goods,Agricultural Food & other Products,31.0
INDOUS,Fast Moving Consumer Goods,Agricultural Food & other Products,260.0
OSWALSEEDS,Fast Moving Consumer Goods,Agricultural Food & other Products,134.0
SARVESHWAR,Fast Moving Consumer Goods,Agricultural Food & other Products,601.0
CLSEL,Fast Moving Consumer Goods,Agricultural Food & other Products,1346.0
MGEL,Fast Moving Consumer Goods,Agricultural Food & other Products,458.0
BSHSL,Fast Moving Consumer Goods,Agricultural Food & other Products,1220.0
SUKHJITS,Fast Moving Consumer Goods,Agricultural Food & other Products,487.0
GULPOLY,Fast Moving Consumer Goods,Agricultural Food & other Products,931.0
GAEL,Fast Moving Consumer Goods,Agricultural Food & other Products,4740.0
KOHINOOR,Fast Moving Consumer Goods,Agricultural Food & other Products,112.0
TRUALT,Fast Moving Consumer Goods,Agricultural Food & other Products,3947.0
MAWANASUG,Fast Moving Consumer Goods,Agricultural Food & other Products,331.0
KCPSUGIND,Fast Moving Consumer Goods,Agricultural Food & other Products,316.0
KMSUGAR,Fast Moving Consumer Goods,Agricultural Food & other Products,257.0
BALRAMCHIN,Fast Moving Consumer Goods,Agricultural Food & other Products,9372.0
MAGADSUGAR,Fast Moving Consumer Goods,Agricultural Food & other Products,714.0
DALMIASUG,Fast Moving Consumer Goods,Agricultural Food & other Products,2573.0
AVADHSUGAR,Fast Moving Consumer Goods,Agricultural Food & other Products,763.0
BAJAJHIND,Fast Moving Consumer Goods,Agricultural Food & other Products,2689.0
DCMSRIND,Fast Moving Consumer Goods,Agricultural Food & other Products,1395.0
